index,genome,fitness
0,01110100100010101000101000101101011111001111000110,0.9
1,11110100100010101000101000101101011111001111000110,0.88
2,11110100100010101000101000101101011111001111000110,0.88
3,11110100100010101000101000101101011111001111000110,0.88
4,11110100100010101000101000101101011111001111000110,0.88
5,11110100100010101000101000101101011111001111000110,0.88
6,01110100100010101000101000101101011111001111001110,0.88
7,11110100100010101000101000101101011111001111000110,0.88
8,11110100100010101000101000101101011111001111000110,0.88
9,11110100100010101000101000101101011111001111000110,0.88
10,11110100100010101000101000101101011111001111000110,0.88
11,01110100100010101000100000101101011111001111000110,0.88
12,11110100100010101000101000101101011111001111000110,0.88
13,01110100100010101000100000101101011111001111000110,0.88
14,11110100100010101000101000101101011111001111000110,0.88
15,11110100100010101000101000101101011111001111000110,0.88
16,11110100100010101000101000101101011111001111000110,0.88
17,11110100100010101000101000101101011111001111000110,0.88
18,11110100100010101000101000101101011111001111000110,0.88
19,11110100100010101000101000101101011111001111000110,0.88
20,11110100100010101000101000101101011111001111000110,0.88
21,01110100100010101000100000101101011111001111000110,0.88
22,11110100100010101000101000101101011111001111000110,0.88
23,11110100100010101000101000101101011111001111000110,0.88
24,11110100100010101000101000101101011111001111000110,0.88
25,11110100100010101000101000101101011111001111000110,0.88
26,11110100100010101000101000101101011111001111000110,0.88
27,11110100100010101000101000101101011111001111000110,0.88
28,11110100100010101000101000101101011111001111000110,0.88
29,11110100100010101000101000101101011111001111000110,0.88
30,01110100100010101000100000101101011111001111000110,0.88
31,11110100100010101000101000101101011111001111000110,0.88
32,11110100100010101000101000101101011111001111000110,0.88
33,01110100100010101000100000101101011111001111000110,0.88
34,11110100100010101000101000101101011111001111000110,0.88
35,01110100100010101000100000101101011111001111000110,0.88
36,11110100100010101000101000101101011111001111000110,0.88
37,01110100100010101000100000101101011111001111000110,0.88
38,11110100100010101000101000101101011111001111000110,0.88
39,11110100100010101000101000101101011111001111000110,0.88
40,11110100100010101000101000101101011111001111000110,0.88
41,11110100100010101000101000101101011111001111000110,0.88
42,01110100100010101000100000101101011111001111000110,0.88
43,11110100100010101000101000101101011111001111000110,0.88
44,11110100100010101000101000101101011111001111000110,0.88
45,11110100100010101000101000101101011111001111000110,0.88
46,11110100100010101000101000101101011111001111000110,0.88
47,11110100100010101000101000101101011111001111000110,0.88
48,11110100100010101000101000101101011111001111000110,0.88
49,11110100100010101000101000101101011111001111000110,0.88
50,11110100100010101000101000101101011111001111000110,0.88
51,11110100100010101000101000101101011111001111000110,0.88
52,01110100100010101000100000101101011111001111000110,0.88
53,11110100100010101000101000101101011111001111000110,0.88
54,11110100100010101000101000101101011111001111000110,0.88
55,11110100100010101000101000101101011111001111000110,0.88
56,11110100100010101000101000101101011111001111000110,0.88
57,11110100100010101000101000101101011111001111000110,0.88
58,11110100100010101000101000101101011111001111000110,0.88
59,11110100100010101000101000101101011111001111000110,0.88
60,11110100100010101000101000101101011111001111000110,0.88
61,11110100100010101000101000101101011111001111000110,0.88
62,01110100100010101000100000101101011111001111000110,0.88
63,01110100100010101000100000101101011111001111000110,0.88
64,11110100100010101000101000101101011111001111000110,0.88
65,11110100100010101000101000101101011111001111000110,0.88
66,11110100100010101000101000101101011111001111000110,0.88
67,11110100100010101000101000101101011111001111000110,0.88
68,11110100100010101000101000101101011111001111000110,0.88
69,11110100100010101000101000101101011111001111000110,0.88
70,11110100100010101000101000101101011111001111000110,0.88
71,11110100100010101000101000101101011111001111000110,0.88
72,11110100100010101000101000101101011111001111000110,0.88
73,11110100100010101000101000101101011111001111000110,0.88
74,11110100100010101000101000101101011111001111000110,0.88
75,11110100100010101000101000101101011111001111000110,0.88
76,11110100100010101000101000101101011111001111000110,0.88
77,11110100100010101000101000101101011111001111000110,0.88
78,11110100100010101000101000101101011111001111000110,0.88
79,11110100100010101000101000101101011111001111000110,0.88
80,11110100100010101000101000101101011111001111000110,0.88
81,11110100100010101000101000101101011111001111000110,0.88
82,11110100100010101000101000101101011111001111000110,0.88
83,01110100100010101000100000101101011111001111000110,0.88
84,01110100100010101000100000101101011111001111000110,0.88
85,11110100100010101000101000101101011111001111000110,0.88
86,01110100100010101000100000101101011111001111000110,0.88
87,11110100100010101000101000101101011111001111001110,0.86
88,11110100100010101000101000101101011111001111001110,0.86
89,11110100100010101000101000101101011101001111001010,0.86
90,11110100100010101000101000101101011111001111001110,0.86
91,11110100100010101000101000101101011111001111001110,0.86
92,11110100100010101000101000101101011101001111001010,0.86
93,11110100100010101000101000101101011101001111001010,0.86
94,11110100100010101000101000101101011101001111000110,0.86
95,11110100100010101000101000101101011101001111000110,0.86
96,11110100100010101000101000101101011101001111001010,0.86
97,11110100100010101000101000101101011101001111000110,0.86
98,11110100100010101000101000101101011101001111001010,0.86
99,01110100100010101000100000101101011101001111000110,0.86
