index,genome,fitness
0,101000100010010111110101111011110001000010010111110111010000,0.8166666666666667
1,101000100010010111110101111011110001001000010110110011010000,0.8166666666666667
2,101000100010010111110101111011110001000010010111110111010000,0.8166666666666667
3,101000100010010111110101111011110001001000010110110011010000,0.8166666666666667
4,101000100010010111110101111011110001001000010110110011010000,0.8166666666666667
5,101000110010010111110101111011110001001000010110110011010000,0.8
6,101000110010010111110101101011110001001000010110110111010000,0.8
7,101000110010010111110101111011110001001000010110110011010000,0.8
8,101000110010010111110101101011110001000000010111110111010000,0.8
9,101000100010010111110101111011110001001000010110110111010000,0.8
10,101000110010010111110101111011110001000010010111110111010000,0.8
11,101000100010010111110101111011110001001000010110110111010000,0.8
12,101000110010010111110101111011110001001000010110110011010000,0.8
13,100000110010010111110101111111110001001000010110110011010000,0.8
14,101000110010010111110101111011110001001000010110110011010000,0.8
15,101000110010010111110101111011110001001000010110110011010000,0.8
16,101000110010010111110101101011110001001000010110110111010000,0.8
17,101000110010010111110101101011110001001000010110110111010000,0.8
18,101000110010010111110101111011110001000010010111110111010000,0.8
19,101000110010010111110101101011110001001000010110110111010000,0.8
20,101000110010010111110101111011110001000010010111110111010000,0.8
21,101000110010010111110101111011110001001000010110110011010000,0.8
22,101000100010010111110101111011110001001000010110110111010000,0.8
23,101000100010010111110101111011110001001000010110110111010000,0.8
24,101000110010010111110101111011110001001000010110110011010000,0.8
25,101000100010010111110101111011110001001000010110110111010000,0.8
26,101000110010010111110101111011110001001000010110110011010000,0.8
27,101000110010010111110101101011110001000000010111110111010000,0.8
28,101000110010010111110101111011110001000010010111110111010000,0.8
29,101000110010010111110101101011110001001000010110110111010000,0.8
30,101000110010010111110101111011110001001000010110110011010000,0.8
31,101000110010010111110101111011110001000010010111110111010000,0.8
32,101000110010010111110101111011110001000010010111110111010000,0.8
33,101000100010010111110101111011110001000000010111110111010000,0.8
34,101000100010010111110101111011110001001000010110110111010000,0.8
35,101000110010010111110101101011110001001000010110110111010000,0.8
36,101000100010010111110101111011110001001000010110110111010000,0.8
37,101000100010010111110101111011110001001000010110110111010000,0.8
38,101000110010010111110101111011110001001000010110110011010000,0.8
39,101000110010010111110101111011110001000010010111110111010000,0.8
40,101000110010010111110101111011110001001000010110110011010000,0.8
41,101000110010010111110101111011110001001000010110110011010000,0.8
42,101000110010010111110101101011110001001000010110110111010000,0.8
43,101000100010010111110101111011110001001000010110110111010000,0.8
44,101000110010010111110101101011110001001000010110110111010000,0.8
45,101000100010010111110101111011110001001000010110110111010000,0.8
46,101000110010010111110101111011110001001000010110110011010000,0.8
47,101000110010010111110101101011110001001000010110110111010000,0.8
48,101000110010010111110101101011110001001000010110110111010000,0.8
49,101000110010010111110101101011110001000000010111110111010000,0.8
50,101000100010010111110101111011110001001000010110110111010000,0.8
51,101000110010010111110101111011110001001000010110110011010000,0.8
52,101000110010010111110101101011110001001000010110110111010000,0.8
53,101000110010010111110101111011110001001000010110110011010000,0.8
54,101000110010010111110101111011110001000010010111110111010000,0.8
55,101000110010010111110101111011110001000010010111110111010000,0.8
56,101000110010010111110101111011110001001000010110110011010000,0.8
57,101000100010010111110101111011110001001000010110110111010000,0.8
58,101000110010010111110101111011110001001000010110110011010000,0.8
59,101000110010010111110101111011110001000010010111110111010000,0.8
60,101000110010010111110101111011110001001000010110110011010000,0.8
61,101000110010010111110101111011110001001000010110110011010000,0.8
62,101000110010010111110101101011110001001000010110110111010000,0.8
63,100000110010010111110101111111110001001000010110110011010000,0.8
64,100000110010010111110101111111110001001000010110110011010000,0.8
65,101000110010010111110101111011110001001000010110110011010000,0.8
66,101000110010010111110101101011110001001000010110110111010000,0.8
67,101000100010010111110101111011110001000000010111110111010000,0.8
68,101000100010010111110101111011110001001000010110110111010000,0.8
69,101000100010010111110101111011110001001000010110110111010000,0.8
70,101000110010010111110101101011110001000000010111110111010000,0.8
71,101000110010010111110101101011110001000000010111110111010000,0.8
72,101000110010010111110101111011110001000010010111110111010000,0.8
73,100000110010010111110101111111110001000000010111110111010000,0.7833333333333333
74,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
75,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
76,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
77,101000110010010111110101111011110001000000010111110111010000,0.7833333333333333
78,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
79,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
80,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
81,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
82,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
83,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
84,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
85,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
86,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
87,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
88,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
89,100000110010010111110101111111110001001000010110110111010000,0.7833333333333333
90,101000110010010111110101111011110001000000010111110111010000,0.7833333333333333
91,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
92,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
93,101000110010010111110101111011110001000000010111110111010000,0.7833333333333333
94,101000110010010111110101111011110001000000010111110111010000,0.7833333333333333
95,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
96,100000110010010111110101111111110001001000010110110111010000,0.7833333333333333
97,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
98,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
99,101000110010010111110101111011110001001000010110110111010000,0.7833333333333333
